,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Kepler,g,r,i,z,DDO51_finf,Mact
152,1,9.73,-0.37,0.3399,-1.723,3.589,4.993,10.4,0.038,0.0,19.477,18.961,17.798,17.217,17.051,19.946,21.315,19.976,19.388,19.035,21.272,0.34
153,1,9.73,-0.03,0.21034,-2.183,3.544,5.067,11.1,0.038,0.0,21.328,20.95,19.527,18.977,18.746,22.145,23.836,22.405,21.445,20.883,23.646,0.21
154,1,9.73,0.01,0.14353,-2.637,3.493,5.149,8.2,0.035,0.0,19.563,19.341,17.633,17.11,16.857,20.77,22.927,21.353,19.962,19.157,22.698,0.144
155,1,9.73,0.03,0.59185,-1.132,3.619,4.763,12.4,0.038,0.0,20.001,19.489,18.399,17.724,17.606,20.388,21.573,20.367,19.898,19.616,21.579,0.592
156,1,9.75,-0.73,0.33555,-1.644,3.616,5.018,11.0,0.038,0.0,19.881,19.329,18.295,17.699,17.554,20.209,21.369,20.175,19.73,19.472,21.322,0.336
157,1,9.75,-0.71,0.18158,-2.233,3.567,5.142,10.7,0.038,0.0,21.051,20.572,19.337,18.776,18.575,21.612,23.156,21.673,21.008,20.617,23.058,0.182
158,1,9.75,-0.59,0.31013,-1.716,3.604,5.007,11.1,0.038,0.0,20.161,19.614,18.536,17.948,17.795,20.531,21.779,20.512,20.022,19.734,21.752,0.31
159,1,9.75,-0.39,0.28361,-1.866,3.581,5.027,8.9,0.037,0.0,18.336,17.831,16.635,16.067,15.889,18.842,20.269,18.892,18.265,17.888,20.208,0.284
160,1,9.75,-0.39,0.32622,-1.751,3.588,5.001,11.3,0.038,0.0,20.446,19.929,18.767,18.188,18.021,20.914,22.286,20.943,20.356,20.004,22.242,0.326
161,1,9.75,-0.29,0.66965,-0.822,3.664,4.686,11.5,0.038,0.0,18.324,17.762,16.861,16.266,16.177,18.509,19.371,18.44,18.142,17.977,19.298,0.67
162,1,9.75,-0.27,0.5343,-1.217,3.621,4.811,10.4,0.038,0.0,18.213,17.684,16.629,15.975,15.852,18.562,19.716,18.528,18.087,17.826,19.707,0.534
163,1,9.75,-0.21,0.23396,-2.063,3.56,5.057,8.0,0.034,0.0,17.926,17.489,16.169,15.609,15.398,18.599,20.177,18.754,17.952,17.478,20.039,0.234
164,1,9.75,-0.03,0.25371,-2.021,3.554,5.026,10.1,0.038,0.0,19.923,19.519,18.142,17.584,17.363,20.677,22.294,20.892,19.999,19.474,22.123,0.254
165,1,9.75,-0.01,0.32102,-1.832,3.565,4.982,11.7,0.038,0.0,21.049,20.614,19.28,18.716,18.517,21.737,23.279,21.915,21.085,20.59,23.153,0.321
166,1,9.75,0.05,0.22607,-2.13,3.544,5.043,8.8,0.037,0.0,18.896,18.521,17.09,16.541,16.31,19.723,21.416,19.993,19.02,18.449,21.223,0.226
167,1,9.75,0.05,0.48524,-1.412,3.592,4.851,12.0,0.038,0.0,20.3,19.82,18.599,17.973,17.827,20.839,22.2,20.918,20.261,19.864,22.162,0.485
168,1,9.75,0.11,0.17697,-2.401,3.516,5.097,10.2,0.038,0.0,20.973,20.676,19.098,18.569,18.329,21.997,23.92,22.421,21.234,20.541,23.709,0.177
169,1,9.75,0.11,0.26778,-1.993,3.549,5.002,10.5,0.038,0.0,20.252,19.864,18.46,17.905,17.675,21.044,22.693,21.286,20.353,19.805,22.501,0.268
170,1,9.75,0.15,0.36223,-1.732,3.566,4.937,12.2,0.038,0.0,21.3,20.877,19.521,18.95,18.755,22.018,23.564,22.223,21.354,20.842,23.43,0.362
171,1,9.77,-0.55,0.46787,-1.334,3.624,4.882,10.8,0.038,0.0,18.904,18.361,17.338,16.707,16.578,19.222,20.339,19.179,18.759,18.516,20.308,0.468
172,1,9.77,-0.49,0.26636,-1.884,3.587,5.041,11.3,0.038,0.0,20.781,20.26,19.104,18.533,18.361,21.239,22.621,21.26,20.684,20.339,22.573,0.266
173,1,9.77,-0.37,0.30665,-1.805,3.584,5.01,9.2,0.037,0.0,18.483,17.975,16.788,16.215,16.042,18.979,20.387,19.024,18.408,18.037,20.332,0.307
174,1,9.77,-0.33,0.32003,-1.778,3.583,5.001,9.5,0.037,0.0,18.716,18.212,17.018,16.443,16.27,19.221,20.631,19.273,18.646,18.269,20.575,0.32
175,1,9.77,-0.33,0.95023,0.054,3.779,4.423,10.7,0.038,0.0,15.334,14.83,14.318,14.03,13.995,15.329,15.666,15.273,15.18,15.171,15.499,0.95
176,1,9.77,-0.31,0.25042,-1.982,3.57,5.044,10.0,0.038,0.0,19.726,19.253,17.992,17.431,17.236,20.317,21.827,20.417,19.702,19.274,21.731,0.25
177,1,9.77,-0.31,1.01127,0.245,3.793,4.317,10.2,0.038,0.0,14.357,13.882,13.411,13.155,13.123,14.352,14.637,14.299,14.228,14.237,14.488,1.011
178,1,9.77,-0.23,0.25657,-1.978,3.566,5.036,9.8,0.038,0.0,19.514,19.058,17.768,17.206,17.006,20.145,21.68,20.273,19.515,19.063,21.567,0.257
179,1,9.77,-0.17,0.35112,-1.726,3.579,4.973,11.6,0.038,0.0,20.686,20.202,18.959,18.385,18.21,21.251,22.697,21.346,20.649,20.23,22.628,0.351
180,1,9.77,-0.11,0.37948,-1.655,3.58,4.939,11.0,0.038,0.0,19.907,19.428,18.175,17.596,17.424,20.485,21.928,20.59,19.879,19.45,21.859,0.379
181,1,9.77,-0.11,1.22441,2.44,5.064,6.974,11.1,0.038,0.0,9.769,16.786,17.253,17.414,17.516,16.649,16.177,16.735,17.129,17.49,16.381,0.594
182,1,9.77,-0.03,0.17415,-2.405,3.52,5.11,8.5,0.036,0.0,19.281,18.968,17.418,16.885,16.648,20.266,22.153,20.657,19.513,18.845,21.949,0.174
183,1,9.77,-0.01,0.89593,-0.251,3.733,4.517,11.6,0.038,0.0,16.998,16.412,15.762,15.371,15.317,17.002,17.536,16.93,16.77,16.71,17.332,0.896
184,1,9.79,-0.53,0.35518,-1.622,3.605,4.976,10.7,0.038,0.0,19.524,18.979,17.902,17.306,17.157,19.894,21.137,19.875,19.388,19.1,21.114,0.355
185,1,9.79,-0.45,0.47102,-1.349,3.617,4.874,10.1,0.038,0.0,18.242,17.704,16.654,16.023,15.891,18.587,19.754,18.554,18.107,17.844,19.733,0.471
186,1,9.79,-0.37,0.35783,-1.672,3.591,4.976,11.5,0.038,0.0,20.451,19.931,18.78,18.193,18.032,20.905,22.254,20.928,20.356,20.012,22.217,0.358
187,1,9.79,-0.29,0.82401,-0.332,3.734,4.567,9.8,0.038,0.0,15.401,14.83,14.182,13.79,13.736,15.416,15.928,15.35,15.188,15.127,15.724,0.824
188,1,9.79,-0.29,1.07433,0.392,3.786,4.169,9.9,0.038,0.0,13.691,13.199,12.709,12.44,12.406,13.682,13.99,13.627,13.547,13.548,13.832,1.074
189,1,9.79,-0.25,0.25647,-1.974,3.567,5.037,8.5,0.036,0.0,18.204,17.743,16.461,15.899,15.702,18.822,20.348,18.942,18.197,17.752,20.241,0.256
190,1,9.79,-0.21,0.26588,-1.952,3.567,5.028,9.6,0.038,0.0,19.25,18.795,17.503,16.941,16.743,19.882,21.413,20.012,19.252,18.798,21.301,0.266
191,1,9.79,-0.19,0.26873,-1.947,3.566,5.025,10.3,0.038,0.0,19.938,19.486,18.188,17.625,17.426,20.578,22.113,20.714,19.944,19.485,21.998,0.269
192,1,9.79,-0.17,0.32413,-1.795,3.575,4.989,12.0,0.038,0.0,21.257,20.781,19.517,18.951,18.769,21.847,23.322,21.956,21.233,20.796,23.242,0.324
193,1,9.79,-0.15,0.23199,-2.079,3.556,5.054,10.5,0.038,0.0,20.468,20.048,18.7,18.141,17.923,21.181,22.787,21.362,20.519,20.021,22.63,0.232
194,1,9.79,-0.09,0.77896,-0.555,3.693,4.604,11.8,0.038,0.0,17.958,17.369,16.581,16.077,16.006,18.043,18.752,17.969,17.738,17.624,18.596,0.779
195,1,9.79,-0.07,0.25061,-2.022,3.556,5.029,9.7,0.038,0.0,19.526,19.114,17.751,17.192,16.974,20.26,21.865,20.459,19.59,19.077,21.703,0.251
196,1,9.79,-0.05,0.53445,-1.267,3.608,4.811,8.3,0.035,0.0,16.238,15.727,14.605,13.948,13.82,16.66,17.905,16.66,16.144,15.832,17.902,0.534
197,1,9.79,-0.03,0.13897,-2.672,3.491,5.162,8.9,0.037,0.0,20.351,20.136,18.419,17.892,17.639,21.572,23.759,22.168,20.76,19.949,23.532,0.139
198,1,9.79,0.03,1.23495,-2.504,4.082,7.981,8.8,0.037,0.0,19.829,20.569,20.669,20.736,20.752,20.624,20.35,20.656,20.915,21.141,20.418,0.585
199,1,9.81,-0.61,0.26314,-1.854,3.597,5.045,12.1,0.038,0.0,21.504,20.962,19.86,19.28,19.12,21.901,23.198,21.893,21.376,21.069,23.165,0.263
200,1,9.81,-0.43,0.52252,-1.209,3.628,4.821,11.6,0.038,0.0,19.392,18.855,17.835,17.189,17.068,19.705,20.802,19.659,19.251,19.014,20.781,0.523
201,1,9.81,-0.43,0.27634,-1.873,3.583,5.032,11.8,0.038,0.0,21.251,20.74,19.56,18.991,18.815,21.738,23.147,21.776,21.17,20.806,23.092,0.276
202,1,9.81,-0.35,0.51247,-1.258,3.62,4.831,10.5,0.038,0.0,18.414,17.882,16.831,16.185,16.059,18.759,19.913,18.725,18.284,18.024,19.899,0.512
203,1,9.81,-0.29,0.15373,-2.517,3.514,5.145,9.3,0.037,0.0,20.361,20.057,18.509,17.957,17.718,21.348,23.313,21.722,20.59,19.942,23.126,0.154
204,1,9.81,-0.29,0.58798,-1.06,3.636,4.758,9.5,0.037,0.0,16.921,16.383,15.381,14.732,14.622,17.211,18.259,17.159,16.776,16.554,18.242,0.588
205,1,9.81,-0.27,0.13596,-2.672,3.499,5.183,9.6,0.038,0.0,21.049,20.797,19.156,18.606,18.362,22.167,24.301,22.658,21.369,20.643,24.107,0.136
206,1,9.81,-0.25,0.14172,-2.623,3.502,5.168,9.5,0.037,0.0,20.826,20.562,18.942,18.393,18.15,21.915,24.001,22.379,21.126,20.416,23.806,0.142
207,1,9.81,-0.25,0.99078,0.131,3.781,4.372,10.1,0.038,0.0,14.542,14.037,13.532,13.251,13.215,14.531,14.863,14.474,14.385,14.38,14.697,0.991
208,1,9.81,-0.25,0.26298,-1.953,3.569,5.032,11.4,0.038,0.0,21.053,20.589,19.312,18.75,18.555,21.665,23.183,21.78,21.042,20.601,23.08,0.263
209,1,9.81,-0.23,0.23779,-2.043,3.562,5.052,9.9,0.038,0.0,19.777,19.333,18.024,17.464,17.257,20.434,21.998,20.577,19.793,19.328,21.869,0.238
210,1,9.81,-0.19,0.58343,-1.099,3.629,4.764,7.4,0.032,0.0,14.918,14.384,13.354,12.692,12.578,15.237,16.34,15.191,14.782,14.543,16.337,0.583
211,1,9.81,-0.19,0.46307,-1.424,3.6,4.873,11.6,0.038,0.0,19.93,19.414,18.277,17.647,17.507,20.368,21.658,20.378,19.835,19.506,21.645,0.463
212,1,9.81,-0.13,0.46693,-1.425,3.597,4.868,10.4,0.038,0.0,18.733,18.225,17.067,16.438,16.297,19.197,20.509,19.223,18.652,18.305,20.49,0.467
213,1,9.81,-0.09,0.87746,-0.257,3.735,4.523,12.3,0.038,0.0,17.713,17.133,16.49,16.104,16.05,17.718,18.238,17.648,17.491,17.433,18.035,0.877
214,1,9.81,0.03,0.24981,-2.032,3.55,5.014,11.0,0.038,0.0,20.85,20.46,19.061,18.505,18.276,21.637,23.281,21.875,20.948,20.403,23.091,0.25
215,1,9.81,0.15,0.46182,-1.479,3.584,4.863,10.4,0.038,0.0,18.867,18.414,17.123,16.517,16.359,19.494,20.923,19.643,18.874,18.418,20.848,0.462
216,1,9.81,0.15,0.33068,-1.814,3.56,4.957,10.5,0.038,0.0,19.806,19.395,18.024,17.459,17.251,20.547,22.127,20.762,19.875,19.352,21.973,0.331
217,1,9.83,-0.57,0.26231,-1.869,3.593,5.044,10.1,0.038,0.0,19.542,19.007,17.886,17.309,17.145,19.96,21.289,19.962,19.425,19.105,21.251,0.262
218,1,9.83,-0.53,0.26806,-1.864,3.591,5.039,10.5,0.038,0.0,19.929,19.4,18.266,17.691,17.524,20.363,21.712,20.371,19.82,19.491,21.671,0.268
219,1,9.83,-0.43,0.17569,-2.332,3.543,5.131,9.6,0.038,0.0,20.199,19.803,18.427,17.867,17.634,20.952,22.675,21.137,20.273,19.772,22.506,0.176
220,1,9.83,-0.43,0.2819,-1.855,3.584,5.027,10.2,0.038,0.0,19.607,19.093,17.919,17.348,17.174,20.088,21.488,20.122,19.523,19.162,21.435,0.282
221,1,9.83,-0.41,0.2968,-1.816,3.585,5.014,11.1,0.038,0.0,20.41,19.897,18.724,18.151,17.979,20.89,22.283,20.924,20.326,19.966,22.232,0.297
222,1,9.83,-0.39,0.48238,-1.331,3.615,4.859,11.2,0.038,0.0,19.298,18.764,17.702,17.068,16.936,19.655,20.837,19.627,19.169,18.899,20.82,0.482
223,1,9.83,-0.37,0.1681,-2.4,3.532,5.136,8.4,0.036,0.0,19.17,18.807,17.365,16.808,16.573,20.011,21.819,20.262,19.3,18.743,21.644,0.168
224,1,9.83,-0.31,0.26598,-1.933,3.573,5.033,11.0,0.038,0.0,20.603,20.121,18.873,18.312,18.123,21.175,22.664,21.264,20.568,20.149,22.578,0.266
225,1,9.83,-0.31,0.38723,-1.595,3.592,4.936,12.7,0.038,0.0,21.457,20.941,19.783,19.188,19.031,21.919,23.263,21.947,21.368,21.019,23.228,0.387
226,1,9.83,-0.23,0.73881,-0.617,3.689,4.627,10.5,0.038,0.0,16.812,16.23,15.427,14.91,14.835,16.912,17.631,16.84,16.601,16.479,17.481,0.739
227,1,9.83,-0.21,0.10666,-2.958,3.469,5.245,8.5,0.036,0.0,20.664,20.523,18.686,18.139,17.892,22.057,24.583,22.858,21.197,20.297,24.36,0.107
228,1,9.83,-0.19,0.21826,-2.123,3.556,5.068,10.4,0.038,0.0,20.479,20.059,18.713,18.155,17.935,21.189,22.801,21.365,20.528,20.034,22.644,0.218
229,1,9.83,-0.19,0.3775,-1.644,3.584,4.943,11.4,0.038,0.0,20.28,19.787,18.57,17.986,17.819,20.814,22.224,20.888,20.228,19.831,22.168,0.377
230,1,9.83,-0.15,0.16721,-2.436,3.52,5.124,9.8,0.038,0.0,20.661,20.344,18.81,18.268,18.03,21.627,23.523,21.992,20.878,20.231,23.328,0.167
231,1,9.83,-0.15,0.14649,-2.592,3.502,5.15,10.0,0.038,0.0,21.249,20.99,19.356,18.817,18.572,22.356,24.431,22.839,21.567,20.836,24.225,0.146
232,1,9.83,-0.15,0.75357,-0.602,3.689,4.618,11.8,0.038,0.0,18.075,17.49,16.684,16.166,16.091,18.175,18.904,18.102,17.861,17.739,18.76,0.754
233,1,9.83,-0.03,0.32022,-1.827,3.566,4.981,11.3,0.038,0.0,20.638,20.199,18.873,18.308,18.111,21.315,22.85,21.485,20.667,20.179,22.73,0.32
234,1,9.83,0.01,1.06348,0.287,3.772,4.21,9.8,0.038,0.0,13.852,13.31,12.784,12.491,12.452,13.822,14.198,13.758,13.66,13.648,14.016,1.063
235,1,9.85,-0.57,0.36965,-1.57,3.61,4.963,11.0,0.038,0.0,19.695,19.149,18.089,17.487,17.342,20.048,21.254,20.022,19.554,19.28,21.225,0.37
236,1,9.85,-0.47,0.21527,-2.076,3.574,5.088,10.9,0.038,0.0,20.86,20.364,19.145,18.589,18.399,21.394,22.878,21.451,20.802,20.411,22.8,0.215
237,1,9.85,-0.47,0.67129,-0.737,3.681,4.673,11.2,0.038,0.0,17.812,17.241,16.408,15.865,15.786,17.939,18.678,17.872,17.614,17.478,18.54,0.671
238,1,9.85,-0.43,0.16007,-2.449,3.527,5.147,9.9,0.038,0.0,20.794,20.443,18.985,18.424,18.188,21.658,23.506,21.918,20.938,20.373,23.334,0.16
239,1,9.85,-0.43,0.21658,-2.082,3.571,5.084,11.2,0.038,0.0,21.176,20.693,19.453,18.895,18.7,21.738,23.246,21.814,21.135,20.728,23.155,0.217
240,1,9.85,-0.37,0.36518,-1.648,3.593,4.965,9.3,0.037,0.0,18.191,17.669,16.523,15.933,15.774,18.639,19.979,18.659,18.093,17.753,19.945,0.365
241,1,9.85,-0.33,0.28675,-1.866,3.578,5.019,9.0,0.037,0.0,18.435,17.939,16.719,16.153,15.972,18.971,20.422,19.04,18.38,17.982,20.353,0.287
242,1,9.85,-0.25,0.38785,-1.602,3.589,4.932,10.6,0.038,0.0,19.376,18.871,17.688,17.095,16.934,19.869,21.24,19.916,19.304,18.934,21.198,0.388
243,1,9.85,-0.25,0.19942,-2.187,3.554,5.088,10.7,0.038,0.0,20.937,20.517,19.175,18.617,18.394,21.643,23.266,21.811,20.983,20.496,23.107,0.199
244,1,9.85,-0.21,0.27814,-1.913,3.569,5.018,11.6,0.038,0.0,21.152,20.69,19.409,18.846,18.651,21.769,23.282,21.89,21.144,20.698,23.181,0.278
245,1,9.85,-0.19,0.16253,-2.465,3.518,5.131,9.6,0.038,0.0,20.532,20.22,18.679,18.135,17.896,21.508,23.429,21.879,20.755,20.106,23.236,0.163
246,1,9.85,-0.19,0.41063,-1.552,3.59,4.908,11.9,0.038,0.0,20.55,20.049,18.858,18.259,18.101,21.053,22.423,21.107,20.484,20.108,22.382,0.411
247,1,9.85,-0.15,0.5632,-1.161,3.621,4.781,11.2,0.038,0.0,18.872,18.349,17.287,16.621,16.502,19.229,20.385,19.195,18.753,18.49,20.384,0.563
248,1,9.85,-0.09,0.67764,-0.854,3.652,4.678,11.6,0.038,0.0,18.504,17.952,17.004,16.372,16.278,18.734,19.688,18.666,18.337,18.151,19.664,0.678
249,1,9.85,-0.09,0.55082,-1.21,3.615,4.794,12.3,0.038,0.0,20.096,19.579,18.486,17.824,17.7,20.487,21.689,20.469,19.99,19.702,21.689,0.551
250,1,9.85,-0.07,0.98296,0.09,3.767,4.354,9.1,0.037,0.0,13.645,13.102,12.56,12.253,12.212,13.623,14.015,13.559,13.453,13.435,13.831,0.983
251,1,9.85,-0.03,0.50159,-1.357,3.599,4.838,10.3,0.038,0.0,18.462,17.96,16.798,16.152,16.018,18.929,20.23,18.953,18.386,18.04,20.22,0.502
252,1,9.85,-0.03,0.2856,-1.922,3.56,5.001,11.4,0.038,0.0,20.974,20.552,19.202,18.64,18.43,21.689,23.264,21.881,21.027,20.52,23.118,0.286
253,1,9.85,-0.01,0.27424,-1.959,3.557,5.008,10.3,0.038,0.0,19.969,19.558,18.19,17.63,17.414,20.709,22.307,20.918,20.037,19.516,22.146,0.274
254,1,9.85,0.03,0.30251,-1.864,3.56,4.969,10.0,0.038,0.0,19.43,19.013,17.653,17.09,16.882,20.157,21.733,20.36,19.49,18.975,21.585,0.303
255,1,9.85,0.05,0.29744,-1.883,3.558,4.973,11.4,0.038,0.0,20.878,20.466,19.097,18.535,18.323,21.617,23.206,21.827,20.945,20.424,23.048,0.297
256,1,9.87,-0.61,0.74975,-0.417,3.731,4.599,11.5,0.038,0.0,17.312,16.752,16.093,15.692,15.636,17.343,17.848,17.282,17.112,17.043,17.641,0.75
257,1,9.87,-0.53,0.43103,-1.43,3.616,4.911,12.8,0.038,0.0,21.144,20.601,19.554,18.936,18.799,21.485,22.657,21.453,21.004,20.741,22.63,0.431
258,1,9.87,-0.41,0.3628,-1.642,3.596,4.968,10.8,0.038,0.0,19.675,19.146,18.019,17.428,17.272,20.1,21.416,20.107,19.565,19.24,21.388,0.363
259,1,9.87,-0.41,0.2918,-1.83,3.585,5.017,11.4,0.038,0.0,20.744,20.232,19.056,18.483,18.31,21.228,22.628,21.265,20.662,20.3,22.575,0.292
260,1,9.87,-0.41,0.7553,-0.479,3.716,4.605,12.4,0.038,0.0,18.367,17.79,17.082,16.642,16.58,18.412,18.989,18.345,18.153,18.067,18.788,0.755
261,1,9.87,-0.39,0.55085,-1.133,3.633,4.788,10.9,0.038,0.0,18.502,17.963,16.957,16.31,16.195,18.8,19.863,18.75,18.358,18.131,19.842,0.551
262,1,9.87,-0.39,1.07291,2.402,5.051,6.955,15.1,0.038,0.0,13.864,20.788,21.253,21.415,21.517,20.652,20.18,20.738,21.131,21.492,20.384,0.587
263,1,9.87,-0.37,0.59228,-1.022,3.642,4.748,10.2,0.038,0.0,17.524,16.981,16.005,15.365,15.26,17.787,18.783,17.73,17.37,17.164,18.756,0.592
264,1,9.87,-0.33,0.98334,0.238,3.788,4.288,12.8,0.038,0.0,16.974,16.488,16.001,15.732,15.698,16.97,17.273,16.915,16.836,16.837,17.117,0.983
265,1,9.87,-0.29,0.79846,-0.388,3.725,4.574,12.8,0.038,0.0,18.54,17.961,17.285,16.871,16.814,18.564,19.11,18.496,18.321,18.249,18.904,0.798
266,1,9.87,-0.27,0.61767,-0.973,3.645,4.727,10.8,0.038,0.0,18.002,17.457,16.486,15.845,15.743,18.258,19.245,18.198,17.846,17.644,19.223,0.618
267,1,9.87,-0.27,0.51199,-1.274,3.615,4.829,11.6,0.038,0.0,19.554,19.027,17.955,17.308,17.18,19.923,21.11,19.898,19.434,19.158,21.1,0.512
268,1,9.87,-0.23,0.24834,-2.0,3.565,5.038,10.1,0.038,0.0,19.87,19.419,18.122,17.56,17.358,20.512,22.057,20.645,19.877,19.42,21.938,0.248
269,1,9.87,-0.23,0.54486,-1.19,3.622,4.797,11.1,0.038,0.0,18.846,18.319,17.264,16.604,16.483,19.196,20.346,19.16,18.722,18.462,20.34,0.545
270,1,9.87,-0.21,0.1963,-2.216,3.549,5.089,10.3,0.038,0.0,20.609,20.206,18.835,18.279,18.048,21.357,23.016,21.553,20.681,20.17,22.838,0.196
271,1,9.87,-0.19,0.32901,-1.776,3.577,4.984,10.7,0.038,0.0,19.909,19.428,18.177,17.608,17.429,20.483,21.944,20.582,19.876,19.451,21.87,0.329
272,1,9.87,-0.17,0.9136,-0.087,3.756,4.455,10.6,0.038,0.0,15.588,15.035,14.459,14.123,14.079,15.579,16.008,15.514,15.388,15.356,15.815,0.914
273,1,9.87,-0.17,0.27863,-1.918,3.567,5.014,11.2,0.038,0.0,20.764,20.311,19.013,18.45,18.253,21.404,22.932,21.541,20.77,20.31,22.82,0.279
274,1,9.87,-0.15,0.31713,-1.813,3.573,4.988,10.8,0.038,0.0,20.102,19.634,18.357,17.791,17.605,20.711,22.201,20.832,20.089,19.642,22.112,0.317
275,1,9.87,-0.13,0.23772,-2.058,3.556,5.044,11.1,0.038,0.0,21.015,20.596,19.246,18.687,18.469,21.731,23.334,21.916,21.068,20.567,23.178,0.238
276,1,9.87,-0.11,0.30154,-1.859,3.568,4.994,9.5,0.037,0.0,18.919,18.468,17.164,16.599,16.404,19.567,21.091,19.714,18.93,18.462,20.98,0.302
277,1,9.87,-0.05,0.48936,-1.381,3.598,4.846,10.1,0.038,0.0,18.322,17.821,16.654,16.015,15.877,18.795,20.106,18.825,18.249,17.897,20.091,0.489
278,1,9.87,0.01,0.1385,-2.681,3.489,5.16,9.1,0.037,0.0,20.571,20.365,18.632,18.108,17.853,21.814,24.02,22.431,20.999,20.172,23.787,0.138
279,1,9.87,0.03,0.3009,-1.867,3.56,4.969,9.9,0.038,0.0,19.337,18.92,17.559,16.997,16.788,20.065,21.643,20.269,19.398,18.882,21.493,0.301
280,1,9.87,0.11,1.02858,0.168,3.761,4.271,10.9,0.038,0.0,15.25,14.685,14.128,13.814,13.77,15.22,15.648,15.151,15.036,15.014,15.454,1.029
281,1,9.89,-0.79,0.35772,-1.576,3.62,4.996,12.7,0.038,0.0,21.411,20.858,19.839,19.242,19.099,21.724,22.851,21.686,21.256,21.008,22.795,0.358
282,1,9.89,-0.55,0.16967,-2.353,3.544,5.143,10.3,0.038,0.0,20.953,20.548,19.193,18.629,18.398,21.679,23.396,21.837,21.009,20.531,23.234,0.17
283,1,9.89,-0.47,0.14453,-2.569,3.515,5.172,7.9,0.034,0.0,19.093,18.779,17.255,16.69,16.452,20.047,22.028,20.385,19.294,18.68,21.858,0.145
284,1,9.89,-0.43,0.31788,-1.751,3.591,5.0,9.8,0.038,0.0,18.948,18.424,17.279,16.699,16.534,19.395,20.747,19.412,18.847,18.508,20.708,0.318
285,1,9.89,-0.39,0.35868,-1.66,3.593,4.972,12.0,0.038,0.0,20.92,20.396,19.256,18.667,18.508,21.361,22.696,21.377,20.818,20.483,22.663,0.359
286,1,9.89,-0.37,0.13715,-2.649,3.504,5.186,9.7,0.038,0.0,21.093,20.819,19.221,18.662,18.421,22.152,24.24,22.585,21.367,20.685,24.058,0.137
287,1,9.89,-0.37,0.25954,-1.94,3.575,5.039,10.5,0.038,0.0,20.119,19.626,18.398,17.838,17.652,20.663,22.134,20.733,20.067,19.665,22.059,0.26
288,1,9.89,-0.29,0.46194,-1.404,3.605,4.874,11.2,0.038,0.0,19.481,18.955,17.849,17.222,17.084,19.884,21.135,19.876,19.369,19.065,21.121,0.462
289,1,9.89,-0.25,0.52272,-1.247,3.617,4.818,10.9,0.038,0.0,18.787,18.26,17.192,16.541,16.415,19.151,20.329,19.124,18.666,18.394,20.32,0.523
290,1,9.89,-0.23,0.26297,-1.954,3.568,5.028,9.5,0.037,0.0,19.154,18.694,17.41,16.847,16.65,19.777,21.302,19.9,19.15,18.701,21.194,0.263
291,1,9.89,-0.21,0.53387,-1.225,3.618,4.807,10.6,0.038,0.0,18.432,17.908,16.837,16.182,16.057,18.798,19.975,18.771,18.314,18.042,19.969,0.534
292,1,9.89,-0.21,0.39307,-1.593,3.588,4.923,11.9,0.038,0.0,20.653,20.154,18.956,18.364,18.202,21.163,22.546,21.221,20.59,20.209,22.5,0.393
293,1,9.89,-0.17,0.97734,0.128,3.774,4.341,9.9,0.038,0.0,14.351,13.826,13.302,13.008,12.97,14.334,14.695,14.273,14.175,14.164,14.519,0.977
294,1,9.89,-0.17,0.57373,-1.125,3.626,4.77,11.6,0.038,0.0,19.183,18.656,17.611,16.943,16.827,19.521,20.649,19.479,19.057,18.807,20.649,0.574
295,1,9.89,-0.15,0.64922,-0.911,3.648,4.7,10.3,0.038,0.0,17.347,16.8,15.836,15.196,15.099,17.593,18.57,17.529,17.187,16.992,18.552,0.649
296,1,9.89,-0.15,0.7479,-0.607,3.688,4.616,11.8,0.038,0.0,18.087,17.503,16.694,16.172,16.097,18.19,18.924,18.117,17.874,17.751,18.782,0.748
297,1,9.89,-0.07,0.76668,-0.579,3.689,4.603,10.1,0.038,0.0,16.317,15.729,14.924,14.407,14.333,16.415,17.149,16.34,16.1,15.979,17.007,0.767
298,1,9.89,0.05,0.8911,-0.238,3.73,4.492,11.4,0.038,0.0,16.766,16.175,15.517,15.123,15.068,16.77,17.32,16.696,16.533,16.471,17.115,0.891
299,1,9.91,-0.61,0.52014,-1.164,3.64,4.823,11.8,0.038,0.0,19.48,18.933,17.959,17.334,17.22,19.744,20.742,19.69,19.323,19.113,20.695,0.52
300,1,9.91,-0.61,0.82265,-0.151,3.764,4.505,12.0,0.038,0.0,17.147,16.635,16.074,15.747,15.706,17.163,17.543,17.107,16.987,16.957,17.363,0.823
301,1,9.91,-0.59,0.2477,-1.908,3.592,5.055,10.6,0.038,0.0,20.141,19.608,18.483,17.907,17.741,20.564,21.9,20.567,20.026,19.703,21.86,0.248
302,1,9.91,-0.51,0.54413,-1.118,3.639,4.794,11.2,0.038,0.0,18.764,18.22,17.24,16.605,16.494,19.034,20.043,18.98,18.611,18.399,20.008,0.544
303,1,9.91,-0.49,0.75885,-0.425,3.725,4.591,12.0,0.038,0.0,17.833,17.263,16.587,16.173,16.115,17.865,18.395,17.801,17.624,17.549,18.186,0.759
304,1,9.91,-0.45,1.00973,0.514,3.784,4.01,11.7,0.038,0.0,15.186,14.702,14.202,13.924,13.889,15.189,15.494,15.136,15.051,15.046,15.337,1.01
