,logg,Teff,Z,aLSM,bLSM
388,5.0,10000,-3.5,0.13832568332903655,0.2113759161575039
389,3.5,3500,-3.0,0.07490251078502155,0.3393079547789348
390,4.0,3500,-3.0,0.07788204325254384,0.35373382133774756
391,3.5,3750,-3.0,0.07886268571120204,0.30975468309747656
392,4.0,3750,-3.0,0.07460099086543086,0.32055792409425327
393,4.5,3750,-3.0,0.07345256474490004,0.33711709116524186
394,5.0,3750,-3.0,0.08014217464596184,0.35743349360450394
395,3.5,4000,-3.0,0.08419345696759817,0.31663215402761696
396,4.0,4000,-3.0,0.07098544656180567,0.31575802043429885
397,4.5,4000,-3.0,0.06864556326805515,0.3135499220405926
398,5.0,4000,-3.0,0.06951015524217066,0.3153804997490793
399,3.5,4250,-3.0,0.09027257932537504,0.31872330593617176
400,4.0,4250,-3.0,0.06640245545726367,0.3150771130979539
401,4.5,4250,-3.0,0.05925419660841829,0.3124078681069307
402,5.0,4250,-3.0,0.05914756238284027,0.31524697255680784
403,3.5,4500,-3.0,0.13303111193412706,0.2840508852575408
404,4.0,4500,-3.0,0.1008648124728159,0.2849097343121096
405,4.5,4500,-3.0,0.07261529894203317,0.28663504251138694
406,5.0,4500,-3.0,0.05298600725447055,0.2904321966182448
407,3.5,4750,-3.0,0.14024261969003732,0.29182993356089715
408,4.0,4750,-3.0,0.12571753834524096,0.2771246602566731
409,4.5,4750,-3.0,0.09881667069667367,0.27163590982894437
410,5.0,4750,-3.0,0.07211931443964081,0.27563047301477994
411,3.5,5000,-3.0,0.1491602470619908,0.28991813281302486
412,4.0,5000,-3.0,0.1401376281675408,0.2858799878214512
413,4.5,5000,-3.0,0.12400155619918304,0.2778777241783191
414,5.0,5000,-3.0,0.10484734009664054,0.2728103427369888
415,3.5,5250,-3.0,0.15357718800097858,0.29071108212161156
416,4.0,5250,-3.0,0.14351232418374127,0.29021796514963855
417,4.5,5250,-3.0,0.13240125052559681,0.2841194661161149
418,5.0,5250,-3.0,0.11807852225625852,0.2778816205590078
419,3.5,5500,-3.0,0.16189871663351987,0.283338138722566
420,4.0,5500,-3.0,0.1527460131817373,0.28678407535712414
421,4.5,5500,-3.0,0.1417032429236713,0.2874107868063401
422,5.0,5500,-3.0,0.1283269095393179,0.28542287107537057
423,3.5,5750,-3.0,0.166543014118702,0.2776352891172034
424,4.0,5750,-3.0,0.15860723901368254,0.28192363648286334
425,4.5,5750,-3.0,0.14764696459626364,0.2852285224943687
426,5.0,5750,-3.0,0.13547645543769674,0.2855783531161383
427,3.5,6000,-3.0,0.16843630917004945,0.27116403052352966
428,4.0,6000,-3.0,0.16231322920871352,0.27579977981170894
429,4.5,6000,-3.0,0.15476343493116212,0.27915733253313835
430,5.0,6000,-3.0,0.14393395674256604,0.2824241206471633
431,3.5,6250,-3.0,0.1673387024220876,0.2682960263008659
432,4.0,6250,-3.0,0.16291084521445265,0.27217536538200554
433,4.5,6250,-3.0,0.15823978843357,0.2743790939912618
434,5.0,6250,-3.0,0.14894843923166776,0.2778384632766659
