,logg,Teff,Z,aLSM,bLSM
328,5.0,6250,-3.5,0.3847213642166515,0.32556878821801516
329,3.5,6500,-3.5,0.47216449731517507,0.2519491641616485
330,4.0,6500,-3.5,0.44092624836897243,0.28046070658619904
331,4.5,6500,-3.5,0.41280532721723934,0.30430835664269723
332,5.0,6500,-3.5,0.3862190515534885,0.3229474447572189
333,3.5,6750,-3.5,0.4628222739700461,0.25662927441177785
334,4.0,6750,-3.5,0.4358218831154925,0.280788649426058
335,4.5,6750,-3.5,0.4101227532283603,0.30295132417027637
336,5.0,6750,-3.5,0.38545156955490734,0.3219755818070975
337,3.5,7000,-3.5,0.44075743758664615,0.27193189149611313
338,4.0,7000,-3.5,0.42212677495455136,0.28727321216256674
339,4.5,7000,-3.5,0.4013493134402029,0.3045082435889017
340,5.0,7000,-3.5,0.37947964536619233,0.32146752899693026
341,3.5,7250,-3.5,0.4224298936454167,0.28755088931345923
342,4.0,7250,-3.5,0.40786267568527457,0.29646823762828317
343,4.5,7250,-3.5,0.39157638374387094,0.30906126191783695
344,5.0,7250,-3.5,0.3729637297591339,0.3234003010760595
345,3.5,7500,-3.5,0.4434019651237176,0.26610287272110467
346,4.0,7500,-3.5,0.3824625195427122,0.31497877826153126
347,4.5,7500,-3.5,0.3704723742294842,0.3216255739224687
348,5.0,7500,-3.5,0.3571645284306242,0.33068635416831693
349,3.5,7750,-3.5,0.45064927193059157,0.2790706948741009
350,4.0,7750,-3.5,0.3755922518110197,0.3094546820875062
351,4.5,7750,-3.5,0.3535100724576377,0.3330480823771187
352,5.0,7750,-3.5,0.3427350322836653,0.3388325210763021
353,3.5,8000,-3.5,0.4412530360557426,0.3090894639966858
354,4.0,8000,-3.5,0.3913058692173437,0.3156993450643093
355,4.5,8000,-3.5,0.3291024998734186,0.3413102531277912
356,5.0,8000,-3.5,0.31664802707569417,0.3543354207660089
357,3.5,8250,-3.5,0.4469782703544565,0.3004580698805465
358,4.0,8250,-3.5,0.38738099415914873,0.3351925917578309
359,4.5,8250,-3.5,0.33493118189471044,0.3358712241788739
360,5.0,8250,-3.5,0.29906864442927295,0.3644318780309187
361,3.5,8500,-3.5,0.4072556308420699,0.3183783751181122
362,4.0,8500,-3.5,0.4035797804260737,0.3198845965598481
363,4.5,8500,-3.5,0.33590156471151555,0.36004846244985717
364,5.0,8500,-3.5,0.28522126857080615,0.36042930338996226
365,3.5,8750,-3.5,0.37786745934714316,0.33075908695176404
366,4.0,8750,-3.5,0.3904741076920045,0.32019512106602965
367,4.5,8750,-3.5,0.35249976352411827,0.3480756377245812
368,5.0,8750,-3.5,0.2838578982798828,0.38073493415835685
369,3.5,9000,-3.5,0.34366419615903454,0.3400482922319969
370,4.0,9000,-3.5,0.35279756398108103,0.3349803588985462
371,4.5,9000,-3.5,0.3603455994687139,0.327499991673015
372,5.0,9000,-3.5,0.3047575806730535,0.36806216493218225
